customer_id,promotion,cost,responded,revenue_lift,roi
C0298,Member exclusive,1.5,0,0.0,-1.0
C0299,20% off,3.0,0,0.0,-1.0
C0299,BOGO,4.5,0,0.0,-1.0
C0299,Free item,3.5,0,0.0,-1.0
C0299,Points bonus,2.0,0,0.0,-1.0
C0299,Member exclusive,1.5,1,0.0,-1.0
C0300,20% off,3.0,1,18.0,5.0
C0300,BOGO,4.5,1,9.12,1.03
C0300,Free item,3.5,0,0.0,-1.0
C0300,Points bonus,2.0,0,0.0,-1.0
C0300,Member exclusive,1.5,0,0.0,-1.0
C0301,20% off,3.0,0,0.0,-1.0
C0301,BOGO,4.5,1,27.0,5.0
C0301,Free item,3.5,0,0.0,-1.0
C0301,Points bonus,2.0,0,0.0,-1.0
C0301,Member exclusive,1.5,0,0.0,-1.0
C0302,20% off,3.0,0,0.0,-1.0
C0302,BOGO,4.5,0,0.0,-1.0
C0302,Free item,3.5,0,0.0,-1.0
C0302,Points bonus,2.0,0,0.0,-1.0
C0302,Member exclusive,1.5,0,0.0,-1.0
C0303,20% off,3.0,1,18.0,5.0
C0303,BOGO,4.5,0,0.0,-1.0
C0303,Free item,3.5,0,0.0,-1.0
C0303,Points bonus,2.0,0,0.0,-1.0
C0303,Member exclusive,1.5,0,0.0,-1.0
C0304,20% off,3.0,0,0.0,-1.0
C0304,BOGO,4.5,0,0.0,-1.0
C0304,Free item,3.5,0,0.0,-1.0
C0304,Points bonus,2.0,0,0.0,-1.0
C0304,Member exclusive,1.5,0,0.0,-1.0
C0305,20% off,3.0,0,0.0,-1.0
C0305,BOGO,4.5,0,0.0,-1.0
C0305,Free item,3.5,0,0.0,-1.0
C0305,Points bonus,2.0,0,0.0,-1.0
C0305,Member exclusive,1.5,0,0.0,-1.0
C0306,20% off,3.0,1,18.0,5.0
C0306,BOGO,4.5,0,0.0,-1.0
C0306,Free item,3.5,1,21.0,5.0
C0306,Points bonus,2.0,0,0.0,-1.0
C0306,Member exclusive,1.5,1,9.0,5.0
C0307,20% off,3.0,0,0.0,-1.0
C0307,BOGO,4.5,0,0.0,-1.0
C0307,Free item,3.5,0,0.0,-1.0
C0307,Points bonus,2.0,0,0.0,-1.0
C0307,Member exclusive,1.5,0,0.0,-1.0
C0308,20% off,3.0,0,0.0,-1.0
C0308,BOGO,4.5,0,0.0,-1.0
C0308,Free item,3.5,0,0.0,-1.0
C0308,Points bonus,2.0,0,0.0,-1.0
C0308,Member exclusive,1.5,0,0.0,-1.0
C0309,20% off,3.0,1,18.0,5.0
C0309,BOGO,4.5,1,27.0,5.0
C0309,Free item,3.5,1,21.0,5.0
C0309,Points bonus,2.0,1,12.0,5.0
C0309,Member exclusive,1.5,0,0.0,-1.0
C0310,20% off,3.0,1,18.0,5.0
C0310,BOGO,4.5,0,0.0,-1.0
C0310,Free item,3.5,0,0.0,-1.0
C0310,Points bonus,2.0,1,12.0,5.0
C0310,Member exclusive,1.5,0,0.0,-1.0
C0311,20% off,3.0,1,15.85,4.28
C0311,BOGO,4.5,0,0.0,-1.0
C0311,Free item,3.5,0,0.0,-1.0
C0311,Points bonus,2.0,0,0.0,-1.0
C0311,Member exclusive,1.5,0,0.0,-1.0
C0312,20% off,3.0,1,18.0,5.0
C0312,BOGO,4.5,0,0.0,-1.0
C0312,Free item,3.5,1,21.0,5.0
C0312,Points bonus,2.0,1,12.0,5.0
C0312,Member exclusive,1.5,0,0.0,-1.0
C0313,20% off,3.0,1,18.0,5.0
C0313,BOGO,4.5,1,27.0,5.0
C0313,Free item,3.5,1,21.0,5.0
C0313,Points bonus,2.0,1,12.0,5.0
C0313,Member exclusive,1.5,0,0.0,-1.0
C0314,20% off,3.0,1,18.0,5.0
C0314,BOGO,4.5,0,0.0,-1.0
C0314,Free item,3.5,0,0.0,-1.0
C0314,Points bonus,2.0,1,12.0,5.0
C0314,Member exclusive,1.5,0,0.0,-1.0
C0315,20% off,3.0,0,0.0,-1.0
C0315,BOGO,4.5,0,0.0,-1.0
C0315,Free item,3.5,0,0.0,-1.0
C0315,Points bonus,2.0,0,0.0,-1.0
C0315,Member exclusive,1.5,1,9.0,5.0
C0316,20% off,3.0,1,18.0,5.0
C0316,BOGO,4.5,0,0.0,-1.0
C0316,Free item,3.5,0,0.0,-1.0
C0316,Points bonus,2.0,0,0.0,-1.0
C0316,Member exclusive,1.5,0,0.0,-1.0
C0317,20% off,3.0,1,18.0,5.0
C0317,BOGO,4.5,0,0.0,-1.0
C0317,Free item,3.5,0,0.0,-1.0
C0317,Points bonus,2.0,0,0.0,-1.0
C0317,Member exclusive,1.5,0,0.0,-1.0
C0318,20% off,3.0,0,0.0,-1.0
C0318,BOGO,4.5,0,0.0,-1.0
C0318,Free item,3.5,0,0.0,-1.0
C0318,Points bonus,2.0,0,0.0,-1.0
C0318,Member exclusive,1.5,0,0.0,-1.0
C0319,20% off,3.0,0,0.0,-1.0
C0319,BOGO,4.5,1,27.0,5.0
C0319,Free item,3.5,0,0.0,-1.0
C0319,Points bonus,2.0,0,0.0,-1.0
C0319,Member exclusive,1.5,0,0.0,-1.0
C0320,20% off,3.0,1,18.0,5.0
C0320,BOGO,4.5,1,27.0,5.0
C0320,Free item,3.5,0,0.0,-1.0
C0320,Points bonus,2.0,0,0.0,-1.0
C0320,Member exclusive,1.5,1,9.0,5.0
C0321,20% off,3.0,0,0.0,-1.0
C0321,BOGO,4.5,0,0.0,-1.0
C0321,Free item,3.5,0,0.0,-1.0
C0321,Points bonus,2.0,0,0.0,-1.0
C0321,Member exclusive,1.5,0,0.0,-1.0
C0322,20% off,3.0,0,0.0,-1.0
C0322,BOGO,4.5,0,0.0,-1.0
C0322,Free item,3.5,0,0.0,-1.0
C0322,Points bonus,2.0,0,0.0,-1.0
C0322,Member exclusive,1.5,0,0.0,-1.0
C0323,20% off,3.0,1,18.0,5.0
C0323,BOGO,4.5,1,27.0,5.0
C0323,Free item,3.5,0,0.0,-1.0
C0323,Points bonus,2.0,0,0.0,-1.0
C0323,Member exclusive,1.5,0,0.0,-1.0
C0324,20% off,3.0,0,0.0,-1.0
C0324,BOGO,4.5,1,0.0,-1.0
C0324,Free item,3.5,0,0.0,-1.0
C0324,Points bonus,2.0,0,0.0,-1.0
C0324,Member exclusive,1.5,0,0.0,-1.0
C0325,20% off,3.0,0,0.0,-1.0
C0325,BOGO,4.5,0,0.0,-1.0
C0325,Free item,3.5,0,0.0,-1.0
C0325,Points bonus,2.0,1,12.0,5.0
C0325,Member exclusive,1.5,1,9.0,5.0
C0326,20% off,3.0,0,0.0,-1.0
C0326,BOGO,4.5,0,0.0,-1.0
C0326,Free item,3.5,0,0.0,-1.0
C0326,Points bonus,2.0,1,12.0,5.0
C0326,Member exclusive,1.5,0,0.0,-1.0
C0327,20% off,3.0,1,18.0,5.0
C0327,BOGO,4.5,0,0.0,-1.0
C0327,Free item,3.5,1,21.0,5.0
C0327,Points bonus,2.0,1,12.0,5.0
C0327,Member exclusive,1.5,0,0.0,-1.0
C0328,20% off,3.0,0,0.0,-1.0
C0328,BOGO,4.5,0,0.0,-1.0
C0328,Free item,3.5,0,0.0,-1.0
C0328,Points bonus,2.0,0,0.0,-1.0
C0328,Member exclusive,1.5,0,0.0,-1.0
C0329,20% off,3.0,0,0.0,-1.0
C0329,BOGO,4.5,0,0.0,-1.0
C0329,Free item,3.5,0,0.0,-1.0
C0329,Points bonus,2.0,0,0.0,-1.0
C0329,Member exclusive,1.5,1,9.0,5.0
C0330,20% off,3.0,0,0.0,-1.0
C0330,BOGO,4.5,1,27.0,5.0
C0330,Free item,3.5,0,0.0,-1.0
C0330,Points bonus,2.0,0,0.0,-1.0
C0330,Member exclusive,1.5,0,0.0,-1.0
C0331,20% off,3.0,0,0.0,-1.0
C0331,BOGO,4.5,0,0.0,-1.0
C0331,Free item,3.5,0,0.0,-1.0
C0331,Points bonus,2.0,1,12.0,5.0
C0331,Member exclusive,1.5,0,0.0,-1.0
C0332,20% off,3.0,0,0.0,-1.0
C0332,BOGO,4.5,0,0.0,-1.0
C0332,Free item,3.5,0,0.0,-1.0
C0332,Points bonus,2.0,1,10.0,4.0
C0332,Member exclusive,1.5,0,0.0,-1.0
C0333,20% off,3.0,0,0.0,-1.0
C0333,BOGO,4.5,0,0.0,-1.0
C0333,Free item,3.5,0,0.0,-1.0
C0333,Points bonus,2.0,1,12.0,5.0
C0333,Member exclusive,1.5,0,0.0,-1.0
C0334,20% off,3.0,0,0.0,-1.0
C0334,BOGO,4.5,0,0.0,-1.0
C0334,Free item,3.5,0,0.0,-1.0
C0334,Points bonus,2.0,0,0.0,-1.0
C0334,Member exclusive,1.5,1,9.0,5.0
C0335,20% off,3.0,0,0.0,-1.0
C0335,BOGO,4.5,1,27.0,5.0
C0335,Free item,3.5,0,0.0,-1.0
C0335,Points bonus,2.0,1,12.0,5.0
C0335,Member exclusive,1.5,1,9.0,5.0
C0336,20% off,3.0,0,0.0,-1.0
C0336,BOGO,4.5,0,0.0,-1.0
C0336,Free item,3.5,0,0.0,-1.0
C0336,Points bonus,2.0,0,0.0,-1.0
C0336,Member exclusive,1.5,0,0.0,-1.0
C0337,20% off,3.0,1,18.0,5.0
C0337,BOGO,4.5,0,0.0,-1.0
C0337,Free item,3.5,1,21.0,5.0
C0337,Points bonus,2.0,0,0.0,-1.0
C0337,Member exclusive,1.5,0,0.0,-1.0
C0338,20% off,3.0,0,0.0,-1.0
C0338,BOGO,4.5,0,0.0,-1.0
C0338,Free item,3.5,1,19.99,4.71
C0338,Points bonus,2.0,0,0.0,-1.0
C0338,Member exclusive,1.5,0,0.0,-1.0
C0339,20% off,3.0,0,0.0,-1.0
C0339,BOGO,4.5,0,0.0,-1.0
C0339,Free item,3.5,1,21.0,5.0
C0339,Points bonus,2.0,0,0.0,-1.0
C0339,Member exclusive,1.5,0,0.0,-1.0
C0340,20% off,3.0,0,0.0,-1.0
C0340,BOGO,4.5,0,0.0,-1.0
C0340,Free item,3.5,1,21.0,5.0
C0340,Points bonus,2.0,0,0.0,-1.0
C0340,Member exclusive,1.5,1,9.0,5.0
C0341,20% off,3.0,0,0.0,-1.0
C0341,BOGO,4.5,1,14.8,2.29
C0341,Free item,3.5,0,0.0,-1.0
C0341,Points bonus,2.0,0,0.0,-1.0
C0341,Member exclusive,1.5,0,0.0,-1.0
C0342,20% off,3.0,0,0.0,-1.0
C0342,BOGO,4.5,1,27.0,5.0
C0342,Free item,3.5,0,0.0,-1.0
C0342,Points bonus,2.0,0,0.0,-1.0
C0342,Member exclusive,1.5,0,0.0,-1.0
C0343,20% off,3.0,1,18.0,5.0
C0343,BOGO,4.5,0,0.0,-1.0
C0343,Free item,3.5,1,21.0,5.0
C0343,Points bonus,2.0,0,0.0,-1.0
C0343,Member exclusive,1.5,0,0.0,-1.0
C0344,20% off,3.0,1,18.0,5.0
C0344,BOGO,4.5,0,0.0,-1.0
C0344,Free item,3.5,1,21.0,5.0
C0344,Points bonus,2.0,0,0.0,-1.0
C0344,Member exclusive,1.5,0,0.0,-1.0
C0345,20% off,3.0,0,0.0,-1.0
C0345,BOGO,4.5,0,0.0,-1.0
C0345,Free item,3.5,0,0.0,-1.0
C0345,Points bonus,2.0,1,12.0,5.0
C0345,Member exclusive,1.5,0,0.0,-1.0
C0346,20% off,3.0,0,0.0,-1.0
C0346,BOGO,4.5,0,0.0,-1.0
C0346,Free item,3.5,0,0.0,-1.0
C0346,Points bonus,2.0,1,12.0,5.0
C0346,Member exclusive,1.5,0,0.0,-1.0
C0347,20% off,3.0,0,0.0,-1.0
C0347,BOGO,4.5,1,27.0,5.0
C0347,Free item,3.5,0,0.0,-1.0
C0347,Points bonus,2.0,0,0.0,-1.0
C0347,Member exclusive,1.5,0,0.0,-1.0
C0348,20% off,3.0,0,0.0,-1.0
C0348,BOGO,4.5,0,0.0,-1.0
C0348,Free item,3.5,0,0.0,-1.0
C0348,Points bonus,2.0,1,12.0,5.0
C0348,Member exclusive,1.5,0,0.0,-1.0
C0349,20% off,3.0,0,0.0,-1.0
C0349,BOGO,4.5,0,0.0,-1.0
C0349,Free item,3.5,0,0.0,-1.0
C0349,Points bonus,2.0,0,0.0,-1.0
C0349,Member exclusive,1.5,0,0.0,-1.0
C0350,20% off,3.0,0,0.0,-1.0
C0350,BOGO,4.5,0,0.0,-1.0
C0350,Free item,3.5,0,0.0,-1.0
C0350,Points bonus,2.0,0,0.0,-1.0
C0350,Member exclusive,1.5,1,9.0,5.0
C0351,20% off,3.0,0,0.0,-1.0
C0351,BOGO,4.5,0,0.0,-1.0
C0351,Free item,3.5,0,0.0,-1.0
C0351,Points bonus,2.0,0,0.0,-1.0
C0351,Member exclusive,1.5,1,9.0,5.0
C0352,20% off,3.0,0,0.0,-1.0
C0352,BOGO,4.5,0,0.0,-1.0
C0352,Free item,3.5,0,0.0,-1.0
C0352,Points bonus,2.0,1,12.0,5.0
C0352,Member exclusive,1.5,0,0.0,-1.0
C0353,20% off,3.0,1,18.0,5.0
C0353,BOGO,4.5,0,0.0,-1.0
C0353,Free item,3.5,0,0.0,-1.0
C0353,Points bonus,2.0,0,0.0,-1.0
C0353,Member exclusive,1.5,1,9.0,5.0
C0354,20% off,3.0,0,0.0,-1.0
C0354,BOGO,4.5,1,27.0,5.0
C0354,Free item,3.5,1,21.0,5.0
C0354,Points bonus,2.0,1,12.0,5.0
C0354,Member exclusive,1.5,1,9.0,5.0
C0355,20% off,3.0,0,0.0,-1.0
C0355,BOGO,4.5,0,0.0,-1.0
C0355,Free item,3.5,0,0.0,-1.0
C0355,Points bonus,2.0,0,0.0,-1.0
C0355,Member exclusive,1.5,0,0.0,-1.0
C0356,20% off,3.0,0,0.0,-1.0
C0356,BOGO,4.5,1,27.0,5.0
C0356,Free item,3.5,1,21.0,5.0
C0356,Points bonus,2.0,0,0.0,-1.0
C0356,Member exclusive,1.5,0,0.0,-1.0
C0357,20% off,3.0,1,18.0,5.0
C0357,BOGO,4.5,1,27.0,5.0
C0357,Free item,3.5,1,21.0,5.0
C0357,Points bonus,2.0,1,12.0,5.0
C0357,Member exclusive,1.5,0,0.0,-1.0
C0358,20% off,3.0,0,0.0,-1.0
C0358,BOGO,4.5,0,0.0,-1.0
C0358,Free item,3.5,1,21.0,5.0
C0358,Points bonus,2.0,1,12.0,5.0
C0358,Member exclusive,1.5,1,9.0,5.0
C0359,20% off,3.0,0,0.0,-1.0
C0359,BOGO,4.5,0,0.0,-1.0
C0359,Free item,3.5,1,21.0,5.0
C0359,Points bonus,2.0,0,0.0,-1.0
C0359,Member exclusive,1.5,0,0.0,-1.0
C0360,20% off,3.0,0,0.0,-1.0
C0360,BOGO,4.5,0,0.0,-1.0
C0360,Free item,3.5,0,0.0,-1.0
C0360,Points bonus,2.0,0,0.0,-1.0
C0360,Member exclusive,1.5,1,9.0,5.0
C0361,20% off,3.0,0,0.0,-1.0
C0361,BOGO,4.5,0,0.0,-1.0
C0361,Free item,3.5,0,0.0,-1.0
C0361,Points bonus,2.0,0,0.0,-1.0
C0361,Member exclusive,1.5,0,0.0,-1.0
C0362,20% off,3.0,0,0.0,-1.0
C0362,BOGO,4.5,1,27.0,5.0
C0362,Free item,3.5,0,0.0,-1.0
C0362,Points bonus,2.0,0,0.0,-1.0
C0362,Member exclusive,1.5,1,9.0,5.0
C0363,20% off,3.0,0,0.0,-1.0
C0363,BOGO,4.5,1,22.86,4.08
C0363,Free item,3.5,0,0.0,-1.0
C0363,Points bonus,2.0,0,0.0,-1.0
C0363,Member exclusive,1.5,0,0.0,-1.0
C0364,20% off,3.0,0,0.0,-1.0
C0364,BOGO,4.5,0,0.0,-1.0
C0364,Free item,3.5,0,0.0,-1.0
C0364,Points bonus,2.0,0,0.0,-1.0
C0364,Member exclusive,1.5,0,0.0,-1.0
C0365,20% off,3.0,0,0.0,-1.0
C0365,BOGO,4.5,0,0.0,-1.0
C0365,Free item,3.5,0,0.0,-1.0
C0365,Points bonus,2.0,0,0.0,-1.0
C0365,Member exclusive,1.5,0,0.0,-1.0
C0366,20% off,3.0,0,0.0,-1.0
C0366,BOGO,4.5,0,0.0,-1.0
C0366,Free item,3.5,0,0.0,-1.0
C0366,Points bonus,2.0,0,0.0,-1.0
C0366,Member exclusive,1.5,0,0.0,-1.0
C0367,20% off,3.0,0,0.0,-1.0
C0367,BOGO,4.5,0,0.0,-1.0
C0367,Free item,3.5,0,0.0,-1.0
C0367,Points bonus,2.0,0,0.0,-1.0
C0367,Member exclusive,1.5,0,0.0,-1.0
C0368,20% off,3.0,0,0.0,-1.0
C0368,BOGO,4.5,0,0.0,-1.0
C0368,Free item,3.5,0,0.0,-1.0
C0368,Points bonus,2.0,0,0.0,-1.0
C0368,Member exclusive,1.5,0,0.0,-1.0
C0369,20% off,3.0,0,0.0,-1.0
C0369,BOGO,4.5,0,0.0,-1.0
C0369,Free item,3.5,0,0.0,-1.0
C0369,Points bonus,2.0,0,0.0,-1.0
C0369,Member exclusive,1.5,0,0.0,-1.0
C0370,20% off,3.0,0,0.0,-1.0
C0370,BOGO,4.5,1,27.0,5.0
C0370,Free item,3.5,0,0.0,-1.0
C0370,Points bonus,2.0,0,0.0,-1.0
C0370,Member exclusive,1.5,0,0.0,-1.0
C0371,20% off,3.0,0,0.0,-1.0
C0371,BOGO,4.5,0,0.0,-1.0
C0371,Free item,3.5,0,0.0,-1.0
C0371,Points bonus,2.0,0,0.0,-1.0
C0371,Member exclusive,1.5,0,0.0,-1.0
C0372,20% off,3.0,0,0.0,-1.0
C0372,BOGO,4.5,0,0.0,-1.0
C0372,Free item,3.5,0,0.0,-1.0
C0372,Points bonus,2.0,0,0.0,-1.0
C0372,Member exclusive,1.5,0,0.0,-1.0
C0373,20% off,3.0,0,0.0,-1.0
C0373,BOGO,4.5,0,0.0,-1.0
C0373,Free item,3.5,1,0.0,-1.0
C0373,Points bonus,2.0,0,0.0,-1.0
C0373,Member exclusive,1.5,0,0.0,-1.0
C0374,20% off,3.0,1,18.0,5.0
C0374,BOGO,4.5,0,0.0,-1.0
C0374,Free item,3.5,1,21.0,5.0
C0374,Points bonus,2.0,0,0.0,-1.0
C0374,Member exclusive,1.5,1,9.0,5.0
C0375,20% off,3.0,0,0.0,-1.0
C0375,BOGO,4.5,0,0.0,-1.0
C0375,Free item,3.5,0,0.0,-1.0
C0375,Points bonus,2.0,1,12.0,5.0
C0375,Member exclusive,1.5,0,0.0,-1.0
C0376,20% off,3.0,0,0.0,-1.0
C0376,BOGO,4.5,0,0.0,-1.0
C0376,Free item,3.5,0,0.0,-1.0
C0376,Points bonus,2.0,0,0.0,-1.0
C0376,Member exclusive,1.5,0,0.0,-1.0
C0377,20% off,3.0,1,18.0,5.0
C0377,BOGO,4.5,0,0.0,-1.0
C0377,Free item,3.5,0,0.0,-1.0
C0377,Points bonus,2.0,1,12.0,5.0
C0377,Member exclusive,1.5,0,0.0,-1.0
C0378,20% off,3.0,0,0.0,-1.0
C0378,BOGO,4.5,1,27.0,5.0
C0378,Free item,3.5,1,21.0,5.0
C0378,Points bonus,2.0,1,12.0,5.0
C0378,Member exclusive,1.5,1,9.0,5.0
C0379,20% off,3.0,1,18.0,5.0
C0379,BOGO,4.5,0,0.0,-1.0
C0379,Free item,3.5,0,0.0,-1.0
C0379,Points bonus,2.0,1,12.0,5.0
C0379,Member exclusive,1.5,0,0.0,-1.0
C0380,20% off,3.0,0,0.0,-1.0
C0380,BOGO,4.5,0,0.0,-1.0
C0380,Free item,3.5,0,0.0,-1.0
C0380,Points bonus,2.0,0,0.0,-1.0
C0380,Member exclusive,1.5,0,0.0,-1.0
C0381,20% off,3.0,1,18.0,5.0
C0381,BOGO,4.5,0,0.0,-1.0
C0381,Free item,3.5,0,0.0,-1.0
C0381,Points bonus,2.0,1,12.0,5.0
C0381,Member exclusive,1.5,0,0.0,-1.0
C0382,20% off,3.0,0,0.0,-1.0
C0382,BOGO,4.5,1,27.0,5.0
C0382,Free item,3.5,0,0.0,-1.0
C0382,Points bonus,2.0,0,0.0,-1.0
C0382,Member exclusive,1.5,0,0.0,-1.0
C0383,20% off,3.0,1,0.0,-1.0
C0383,BOGO,4.5,0,0.0,-1.0
C0383,Free item,3.5,0,0.0,-1.0
C0383,Points bonus,2.0,0,0.0,-1.0
C0383,Member exclusive,1.5,0,0.0,-1.0
C0384,20% off,3.0,0,0.0,-1.0
C0384,BOGO,4.5,1,27.0,5.0
C0384,Free item,3.5,1,21.0,5.0
C0384,Points bonus,2.0,1,12.0,5.0
C0384,Member exclusive,1.5,1,9.0,5.0
C0385,20% off,3.0,0,0.0,-1.0
C0385,BOGO,4.5,0,0.0,-1.0
C0385,Free item,3.5,1,21.0,5.0
C0385,Points bonus,2.0,0,0.0,-1.0
C0385,Member exclusive,1.5,0,0.0,-1.0
C0386,20% off,3.0,1,18.0,5.0
C0386,BOGO,4.5,0,0.0,-1.0
C0386,Free item,3.5,0,0.0,-1.0
C0386,Points bonus,2.0,0,0.0,-1.0
C0386,Member exclusive,1.5,0,0.0,-1.0
C0387,20% off,3.0,0,0.0,-1.0
C0387,BOGO,4.5,0,0.0,-1.0
C0387,Free item,3.5,0,0.0,-1.0
C0387,Points bonus,2.0,0,0.0,-1.0
C0387,Member exclusive,1.5,1,9.0,5.0
C0388,20% off,3.0,1,18.0,5.0
C0388,BOGO,4.5,0,0.0,-1.0
C0388,Free item,3.5,1,21.0,5.0
C0388,Points bonus,2.0,0,0.0,-1.0
C0388,Member exclusive,1.5,0,0.0,-1.0
C0389,20% off,3.0,1,18.0,5.0
C0389,BOGO,4.5,0,0.0,-1.0
C0389,Free item,3.5,1,21.0,5.0
C0389,Points bonus,2.0,0,0.0,-1.0
C0389,Member exclusive,1.5,1,9.0,5.0
C0390,20% off,3.0,1,18.0,5.0
C0390,BOGO,4.5,0,0.0,-1.0
C0390,Free item,3.5,0,0.0,-1.0
C0390,Points bonus,2.0,0,0.0,-1.0
C0390,Member exclusive,1.5,0,0.0,-1.0
C0391,20% off,3.0,0,0.0,-1.0
C0391,BOGO,4.5,1,0.0,-1.0
C0391,Free item,3.5,0,0.0,-1.0
C0391,Points bonus,2.0,0,0.0,-1.0
C0391,Member exclusive,1.5,0,0.0,-1.0
C0392,20% off,3.0,0,0.0,-1.0
C0392,BOGO,4.5,0,0.0,-1.0
C0392,Free item,3.5,0,0.0,-1.0
C0392,Points bonus,2.0,1,12.0,5.0
C0392,Member exclusive,1.5,0,0.0,-1.0
C0393,20% off,3.0,0,0.0,-1.0
C0393,BOGO,4.5,0,0.0,-1.0
C0393,Free item,3.5,0,0.0,-1.0
C0393,Points bonus,2.0,0,0.0,-1.0
C0393,Member exclusive,1.5,0,0.0,-1.0
C0394,20% off,3.0,1,18.0,5.0
C0394,BOGO,4.5,0,0.0,-1.0
C0394,Free item,3.5,0,0.0,-1.0
C0394,Points bonus,2.0,1,12.0,5.0
C0394,Member exclusive,1.5,0,0.0,-1.0
C0395,20% off,3.0,0,0.0,-1.0
C0395,BOGO,4.5,1,27.0,5.0
C0395,Free item,3.5,0,0.0,-1.0
C0395,Points bonus,2.0,1,12.0,5.0
C0395,Member exclusive,1.5,0,0.0,-1.0
C0396,20% off,3.0,0,0.0,-1.0
C0396,BOGO,4.5,0,0.0,-1.0
C0396,Free item,3.5,0,0.0,-1.0
C0396,Points bonus,2.0,0,0.0,-1.0
C0396,Member exclusive,1.5,0,0.0,-1.0
C0397,20% off,3.0,0,0.0,-1.0
C0397,BOGO,4.5,0,0.0,-1.0
C0397,Free item,3.5,1,21.0,5.0
C0397,Points bonus,2.0,0,0.0,-1.0
C0397,Member exclusive,1.5,0,0.0,-1.0
C0398,20% off,3.0,0,0.0,-1.0
C0398,BOGO,4.5,0,0.0,-1.0
C0398,Free item,3.5,0,0.0,-1.0
C0398,Points bonus,2.0,0,0.0,-1.0
C0398,Member exclusive,1.5,0,0.0,-1.0
C0399,20% off,3.0,0,0.0,-1.0
C0399,BOGO,4.5,1,27.0,5.0
C0399,Free item,3.5,0,0.0,-1.0
C0399,Points bonus,2.0,0,0.0,-1.0
C0399,Member exclusive,1.5,1,9.0,5.0
C0400,20% off,3.0,0,0.0,-1.0
C0400,BOGO,4.5,0,0.0,-1.0
C0400,Free item,3.5,0,0.0,-1.0
C0400,Points bonus,2.0,0,0.0,-1.0
C0400,Member exclusive,1.5,0,0.0,-1.0
C0401,20% off,3.0,1,18.0,5.0
C0401,BOGO,4.5,1,27.0,5.0
C0401,Free item,3.5,1,21.0,5.0
C0401,Points bonus,2.0,1,12.0,5.0
C0401,Member exclusive,1.5,1,9.0,5.0
C0402,20% off,3.0,0,0.0,-1.0
C0402,BOGO,4.5,0,0.0,-1.0
C0402,Free item,3.5,1,21.0,5.0
C0402,Points bonus,2.0,0,0.0,-1.0
C0402,Member exclusive,1.5,0,0.0,-1.0
C0403,20% off,3.0,1,18.0,5.0
C0403,BOGO,4.5,0,0.0,-1.0
C0403,Free item,3.5,1,21.0,5.0
C0403,Points bonus,2.0,1,12.0,5.0
C0403,Member exclusive,1.5,0,0.0,-1.0
C0404,20% off,3.0,0,0.0,-1.0
C0404,BOGO,4.5,0,0.0,-1.0
C0404,Free item,3.5,0,0.0,-1.0
C0404,Points bonus,2.0,0,0.0,-1.0
C0404,Member exclusive,1.5,1,9.0,5.0
C0405,20% off,3.0,0,0.0,-1.0
C0405,BOGO,4.5,0,0.0,-1.0
C0405,Free item,3.5,0,0.0,-1.0
C0405,Points bonus,2.0,0,0.0,-1.0
C0405,Member exclusive,1.5,0,0.0,-1.0
C0406,20% off,3.0,0,0.0,-1.0
C0406,BOGO,4.5,1,12.07,1.68
C0406,Free item,3.5,0,0.0,-1.0
C0406,Points bonus,2.0,0,0.0,-1.0
C0406,Member exclusive,1.5,0,0.0,-1.0
C0407,20% off,3.0,0,0.0,-1.0
C0407,BOGO,4.5,0,0.0,-1.0
C0407,Free item,3.5,0,0.0,-1.0
C0407,Points bonus,2.0,0,0.0,-1.0
C0407,Member exclusive,1.5,0,0.0,-1.0
C0408,20% off,3.0,0,0.0,-1.0
C0408,BOGO,4.5,1,9.97,1.21
C0408,Free item,3.5,0,0.0,-1.0
C0408,Points bonus,2.0,1,10.8,4.4
C0408,Member exclusive,1.5,1,9.0,5.0
C0409,20% off,3.0,0,0.0,-1.0
C0409,BOGO,4.5,1,27.0,5.0
C0409,Free item,3.5,0,0.0,-1.0
C0409,Points bonus,2.0,1,12.0,5.0
C0409,Member exclusive,1.5,1,9.0,5.0
C0410,20% off,3.0,0,0.0,-1.0
C0410,BOGO,4.5,0,0.0,-1.0
C0410,Free item,3.5,1,0.0,-1.0
C0410,Points bonus,2.0,1,0.0,-1.0
C0410,Member exclusive,1.5,0,0.0,-1.0
C0411,20% off,3.0,0,0.0,-1.0
C0411,BOGO,4.5,1,20.65,3.59
C0411,Free item,3.5,0,0.0,-1.0
C0411,Points bonus,2.0,0,0.0,-1.0
C0411,Member exclusive,1.5,0,0.0,-1.0
C0412,20% off,3.0,0,0.0,-1.0
C0412,BOGO,4.5,1,27.0,5.0
C0412,Free item,3.5,0,0.0,-1.0
C0412,Points bonus,2.0,0,0.0,-1.0
C0412,Member exclusive,1.5,0,0.0,-1.0
C0413,20% off,3.0,0,0.0,-1.0
C0413,BOGO,4.5,0,0.0,-1.0
C0413,Free item,3.5,0,0.0,-1.0
C0413,Points bonus,2.0,0,0.0,-1.0
C0413,Member exclusive,1.5,0,0.0,-1.0
C0414,20% off,3.0,0,0.0,-1.0
C0414,BOGO,4.5,0,0.0,-1.0
C0414,Free item,3.5,1,0.0,-1.0
C0414,Points bonus,2.0,0,0.0,-1.0
C0414,Member exclusive,1.5,0,0.0,-1.0
C0415,20% off,3.0,1,18.0,5.0
C0415,BOGO,4.5,1,27.0,5.0
